,timestamp,open,high,low,close,volume,daily_return,volatility,SMA_20,SMA_50,golden_cross,death_cross,upper_band,lower_band
53,2023-11-10,2121.33,2136.99,2064.61,2077.72,555573.6495,-0.020553240435200903,0.04791873998852825,1844.0125,1701.7894000000001,True,False,2050.8015897941573,1637.2234102058428
54,2023-11-11,2077.72,2089.6,2030.3,2053.17,370966.0372,-0.011815836590108209,0.04932923782487317,1863.486,1710.9912,True,False,2072.1247583108066,1654.8472416891934
55,2023-11-12,2053.16,2066.5,2012.1,2044.68,281907.559,-0.00413506918569817,0.04981963167276914,1877.4470000000001,1720.0076000000001,True,False,2095.617432180661,1659.2765678193393
56,2023-11-13,2044.69,2118.0,2028.49,2053.65,529143.5815,0.0043869945419332534,0.04983210102517992,1890.8805,1729.4663999999998,True,False,2117.981347385384,1663.7796526146158
57,2023-11-14,2053.65,2064.96,1936.6,1979.39,481909.733,-0.036160007791006255,0.05276164270694042,1900.4924999999998,1737.2875999999999,True,False,2125.3697201961763,1675.6152798038233
58,2023-11-15,1979.4,2062.4,1967.01,2058.48,421870.8032,0.0399567543536139,0.05394838216617857,1913.2475000000002,1746.5770000000002,True,False,2143.7991458980887,1682.6958541019117
59,2023-11-16,2058.49,2090.4,1939.1,1961.77,545286.1297,-0.04698126773153011,0.028576427514993112,1922.366,1753.8396,True,False,2144.914932847544,1699.8170671524556
60,2023-11-17,1961.77,1991.5,1904.0,1960.82,401100.5069,-0.00048425656422523833,0.028436226260632944,1931.5970000000002,1759.9962,True,False,2143.688397388762,1719.5056026112384
61,2023-11-18,1960.82,1971.22,1916.0,1962.6,279368.2208,0.0009077834783406402,0.02854991285670473,1939.9699999999998,1765.8991999999998,True,False,2142.3800291877637,1737.5599708122359
62,2023-11-19,1962.59,2015.75,1942.89,2011.47,251132.6192,0.024900642005502904,0.030891587624261127,1950.0915,1772.7107999999998,True,False,2145.0421466316725,1755.1408533683275
63,2023-11-20,2011.47,2066.4,1990.0,2021.4,421717.679,0.004936688093782227,0.030910999067240402,1960.4279999999999,1778.4630000000002,True,False,2146.883237647854,1773.9727623521458
64,2023-11-21,2021.41,2034.6,1931.43,1933.01,490163.9863,-0.04372711981794797,0.03240713007804546,1964.729,1783.8752,True,False,2143.996506187649,1785.4614938123507
65,2023-11-22,1933.01,2092.46,1928.41,2063.21,466120.5109,0.06735609231199002,0.03935902441136843,1977.8494999999998,1792.0018000000002,True,False,2144.571976049278,1811.1270239507217
66,2023-11-23,2063.22,2088.94,2040.35,2062.2,250960.6958,-0.000489528453235577,0.03338473939437092,1989.3239999999998,1800.3142,True,False,2145.2248277753993,1833.4231722246004
67,2023-11-24,2062.21,2133.02,2059.37,2080.84,426932.5402,0.009038890505285835,0.03319251770066997,2000.589,1809.6951999999999,True,False,2148.121753601583,1853.056246398417
68,2023-11-25,2080.84,2090.54,2065.3,2083.09,138847.393,0.0010812940927702464,0.03318554107096925,2010.158,1818.4563999999998,True,False,2152.6977833441306,1867.6182166558692
69,2023-11-26,2083.1,2094.99,2036.42,2062.33,241262.9136,-0.00996596402459815,0.03301983111700843,2018.227,1827.0316,True,False,2152.7842911204984,1883.6697088795017
70,2023-11-27,2062.34,2071.24,1985.78,2027.5,326073.2298,-0.016888664762671368,0.033937937025742784,2025.3385000000003,1834.9247999999998,True,False,2144.4570723775496,1906.2199276224508
71,2023-11-28,2027.5,2075.0,1995.15,2048.14,283775.9279,0.010180024660912501,0.02765406301530383,2033.3395,1844.285,True,False,2133.664796694525,1933.014203305475
72,2023-11-29,2048.14,2075.7,2019.31,2028.81,254843.7319,-0.009437831398244279,0.010178051297043949,2028.714,1853.5086,True,False,2120.09127171056,1937.33672828944
73,2023-11-30,2028.8,2054.75,2020.85,2051.96,243680.0921,0.01141062987662722,0.011455184142710967,2027.426,1863.2104000000002,True,False,2116.594305768847,1938.2576942311532
74,2023-12-01,2051.95,2110.87,2045.04,2087.24,372645.586,0.017193317608530156,0.012925499849708859,2029.1295000000002,1874.1630000000002,True,False,2121.6089257574267,1936.6500742425735
75,2023-12-02,2087.24,2186.6,2086.25,2164.74,320979.9768,0.03713037312431733,0.018962505606484485,2035.1325000000002,1886.4145999999998,True,False,2145.6830641633933,1924.5819358366073
76,2023-12-03,2164.75,2217.27,2149.0,2192.95,257879.1136,0.013031588089100765,0.017757916276097935,2042.0974999999999,1899.1747999999998,True,False,2173.2021350900973,1910.9928649099024
77,2023-12-04,2192.96,2274.28,2191.0,2243.37,565307.7134,0.02299186027953226,0.014111100786372526,2055.2965,1912.8868000000002,True,False,2210.7172444360467,1899.875755563953
78,2023-12-05,2243.36,2309.72,2188.33,2293.33,529829.7214,0.022270066908267383,0.014213346279798122,2067.0389999999998,1926.765,True,False,2255.4569136527775,1878.621086347222
79,2023-12-06,2293.33,2312.23,2220.0,2232.7,408338.9056,-0.02643753842665475,0.01973690363250203,2080.5855,1940.1188,True,False,2275.965332334764,1885.2056676652364
80,2023-12-07,2232.7,2382.8,2222.0,2355.73,485190.0609,0.05510368611994454,0.02500822802856768,2100.331,1955.9646,True,False,2322.7038969570153,1877.958103042985
81,2023-12-08,2355.74,2392.0,2336.34,2358.72,378569.8126,0.0012692456266210073,0.026028978320811663,2120.1369999999997,1971.8076,True,False,2360.6783169105365,1879.5956830894627
82,2023-12-09,2358.71,2403.0,2328.01,2340.49,287771.0664,-0.007728768145434772,0.026029966962856973,2136.588,1986.5396000000003,True,False,2390.4714436757044,1882.7045563242962
83,2023-12-10,2340.48,2377.47,2320.0,2352.39,200037.2102,0.005084405402287606,0.026125169731584623,2153.1375,2001.0086000000001,True,False,2418.306491985355,1887.9685080146448
84,2023-12-11,2352.39,2355.0,2156.62,2225.12,640414.9166,-0.05410242349270311,0.03474343476397574,2167.7429999999995,2012.237,True,False,2413.31570310333,1922.1702968966686
85,2023-12-12,2225.11,2244.12,2166.0,2203.46,361588.9087,-0.009734306464370346,0.033300616425282654,2174.7554999999998,2020.9969999999998,True,False,2415.726486371045,1933.7845136289543
86,2023-12-13,2203.47,2284.02,2144.32,2260.16,418916.6154,0.025732257449647244,0.03359741326508219,2184.6535,2030.5006,True,False,2422.3990992198887,1946.9079007801108
87,2023-12-14,2260.16,2332.11,2228.2,2315.32,409508.0931,0.024405351833498568,0.026877293499271652,2196.3774999999996,2041.0639999999999,True,False,2435.688596879097,1957.0664031209021
88,2023-12-15,2315.32,2317.81,2200.0,2220.5,333552.6328,-0.04095330235129491,0.03047777447592302,2203.248,2049.4064000000003,True,False,2436.682456988416,1969.8135430115838
89,2023-12-16,2220.51,2263.4,2210.0,2228.96,199285.923,0.0038099527133528266,0.030816729102319397,2211.5795,2058.3976,True,False,2435.5392066650084,1987.619793334991
90,2023-12-17,2228.96,2248.68,2191.5,2196.52,225925.7675,-0.014553872658100708,0.030474439068847742,2220.0305,2066.804,True,False,2426.842594574056,2013.2184054259437
91,2023-12-18,2196.53,2224.0,2116.6,2219.43,364103.1181,0.010430134940724312,0.02368090666266425,2228.595,2075.2898,True,False,2418.9688179145737,2038.2211820854257
92,2023-12-19,2219.44,2255.0,2135.55,2177.91,383551.4049,-0.01870750598126547,0.02451601156469936,2236.05,2082.6672,True,False,2403.8178769829656,2068.282123017035
93,2023-12-20,2177.9,2266.0,2156.0,2202.17,416841.6272,0.011139119614676618,0.022348385663351174,2243.5605,2090.4172,True,False,2388.5282726037317,2098.5927273962684
94,2023-12-21,2202.17,2279.31,2182.98,2239.61,453069.7252,0.017001412243378144,0.020938871052571875,2251.1789999999996,2098.2696,True,False,2376.1994518679485,2126.158548132051
95,2023-12-22,2239.6,2343.15,2230.59,2324.54,591357.488,0.0379217810243746,0.019236061575507193,2259.169,2108.7444,True,False,2381.321943114695,2137.016056885305
96,2023-12-23,2324.54,2330.65,2265.0,2308.2,255626.9352,-0.007029347741918879,0.01993301864883754,2264.9314999999997,2118.2542,True,False,2384.7834499479195,2145.07955005208
97,2023-12-24,2308.2,2326.19,2245.0,2264.05,307951.076,-0.01912745862576881,0.020745737768682975,2265.9655,2126.4244,True,False,2385.3902816079567,2146.540718392043
98,2023-12-25,2264.04,2304.8,2253.1,2271.35,286277.1616,0.003224310417172749,0.020581629357678863,2264.8664999999996,2134.0172,True,False,2383.633714734506,2146.099285265493
99,2023-12-26,2271.36,2274.99,2178.45,2230.88,410413.1591,-0.017817597464063084,0.020423818044693915,2264.7755,2140.6158,True,False,2383.6492291104914,2145.901770889509
100,2023-12-27,2230.88,2392.44,2211.88,2378.35,541537.3574,0.0661039589758301,0.031409520301337805,2265.9065,2150.4773999999998,True,False,2388.7867919875694,2143.0262080124307
101,2023-12-28,2378.35,2445.8,2335.0,2344.15,580459.982,-0.0143797170307145,0.03270107268737958,2265.1780000000003,2159.598,True,False,2385.8951766612176,2144.460823338783
102,2023-12-29,2344.15,2385.41,2255.34,2299.2,450201.2069,-0.019175394066079487,0.03076180293629016,2263.1135,2163.1556,True,False,2379.7509323367426,2146.4760676632573
103,2023-12-30,2299.2,2322.84,2268.0,2291.68,210539.1327,-0.0032707028531663296,0.03067519625256192,2260.078,2167.4348,True,False,2369.8930087719427,2150.262991228057
104,2023-12-31,2291.68,2321.34,2258.88,2281.87,222175.8779,-0.004280702366822542,0.02968059545554034,2262.9155,2172.0088,True,False,2371.8564768684655,2153.9745231315346
105,2024-01-01,2281.87,2352.37,2265.24,2352.04,216702.6914,0.030751094497057263,0.03170380444002395,2270.3445,2178.156,True,False,2382.432874245751,2158.2561257542493
106,2024-01-02,2352.05,2431.3,2341.0,2355.34,458041.6642,0.0014030373633102666,0.030150210031577966,2275.1035,2184.1898,True,False,2393.287670865479,2156.9193291345214
107,2024-01-03,2355.35,2385.45,2100.0,2209.72,798729.4869,-0.061825468934421535,0.02786227240247182,2269.8235,2188.7964,True,False,2389.863566868055,2149.783433131945
108,2024-01-04,2209.72,2294.69,2201.91,2267.11,448844.055,0.025971616313379187,0.03084632915446013,2272.154,2192.969,True,False,2389.9509838591744,2154.3570161408256
109,2024-01-05,2267.11,2277.21,2206.17,2268.78,405568.0006,0.0007366206315528867,0.03016146206463071,2274.145,2199.1092000000003,True,False,2390.2012434430308,2158.088756556969
110,2024-01-06,2268.78,2270.0,2216.4,2240.78,194067.8656,-0.012341434603619583,0.03044364318264038,2276.3579999999997,2204.7084,True,False,2387.777199441628,2164.9388005583714
111,2024-01-07,2240.77,2258.01,2203.46,2221.42,207138.6927,-0.008639848624139912,0.03052350899135696,2276.4574999999995,2209.8848000000003,True,False,2387.6659994622005,2165.2490005377986
112,2024-01-08,2221.42,2358.2,2166.38,2330.44,539407.5547,0.049076716694726796,0.034473169838799694,2284.084,2216.2642,True,False,2387.483124174253,2180.6848758257465
113,2024-01-09,2330.43,2371.72,2226.78,2344.29,551454.9931,0.005943083709514019,0.03456417268031107,2291.19,2222.7219999999998,True,False,2390.332644709543,2192.0473552904573
114,2024-01-10,2344.3,2643.1,2339.59,2584.38,1038388.666,0.10241480362924382,0.04088920536364035,2308.4285,2235.7494,True,False,2470.0294158748225,2146.8275841251775
115,2024-01-11,2584.37,2689.39,2566.01,2618.01,838712.2577,0.01301279223643581,0.04104162431834916,2323.102,2246.8453999999997,True,False,2536.011893824649,2110.1921061753505
116,2024-01-12,2618.01,2717.32,2458.0,2522.54,887457.7627,-0.036466629233654624,0.04625043419280236,2333.8190000000004,2256.0522,True,False,2564.4140303842155,2103.2239696157853
117,2024-01-13,2522.55,2590.0,2497.5,2578.19,422061.232,0.022061097148112552,0.04451444602112584,2349.5260000000003,2265.9992,True,False,2601.880011357901,2097.1719886420997
118,2024-01-14,2578.18,2578.69,2470.0,2472.87,306207.7463,-0.04085036401506492,0.04948340685407661,2359.602,2273.7948,True,False,2614.8887689151948,2104.315231084805
119,2024-01-15,2472.87,2553.82,2470.92,2511.78,315247.8819,0.01573475354547571,0.04738008942314278,2373.647,2282.7838,True,False,2630.021474556678,2117.2725254433217
120,2024-01-16,2511.79,2614.43,2500.05,2587.4,381077.6247,0.03010613986893751,0.04776997298359878,2384.0995,2293.9818,True,False,2657.745648729959,2110.4533512700405
121,2024-01-17,2587.41,2592.97,2506.75,2530.19,366281.3477,-0.02211099945891626,0.02957613839775141,2393.4015,2303.6228,True,False,2673.892215656465,2112.910784343535
122,2024-01-18,2530.2,2550.0,2428.56,2470.81,452090.1074,-0.023468593267699345,0.02957148022757744,2401.982,2312.4628,True,False,2680.8338192120987,2123.1301807879013
123,2024-01-19,2470.81,2504.2,2415.2,2492.0,424209.0029,0.008576134951695957,0.027106208426454715,2411.998,2321.2635999999998,True,False,2688.5490917372317,2135.4469082627684
124,2024-01-20,2491.99,2492.0,2454.2,2472.01,136620.9577,-0.008021669341893967,0.02507095198906642,2421.505,2328.959,True,False,2692.232241994405,2150.7777580055954
125,2024-01-21,2472.02,2482.18,2452.13,2457.05,122572.1687,-0.0060517554540636675,0.019850431548708927,2426.7555,2334.8052000000002,True,False,2695.878674184536,2157.6323258154644
126,2024-01-22,2457.06,2466.1,2303.59,2314.2,526337.6492,-0.05813882501373613,0.027708748826520902,2424.6985,2337.2302,True,False,2696.7331478145406,2152.6638521854593
127,2024-01-23,2314.19,2352.23,2168.07,2242.6,700105.3314,-0.030939417509290412,0.02139062983802319,2426.3424999999997,2337.2147999999997,True,False,2693.256083166817,2159.4289168331825
128,2024-01-24,2242.6,2264.6,2196.12,2235.02,359851.1496,-0.0033800053509319694,0.02224046952791604,2424.7380000000003,2336.0486,True,False,2696.031746691085,2153.4442533089154
129,2024-01-25,2235.02,2242.89,2171.3,2218.64,330426.6061,-0.007328793478358131,0.022336389250712133,2422.231,2335.7673999999997,True,False,2700.431683937262,2144.0303160627386
130,2024-01-26,2218.64,2282.36,2195.84,2267.68,363566.4255,0.022103631053257855,0.02513061899923149,2423.576,2334.0064,True,False,2698.3216482218495,2148.8303517781505
131,2024-01-27,2267.67,2282.94,2251.4,2267.94,145109.3836,0.00011465462499127277,0.02558906255649129,2425.902,2332.1908,True,False,2694.152422639589,2157.651577360411
132,2024-01-28,2267.94,2308.24,2239.89,2256.9,209326.9087,-0.0048678536469218825,0.02563837630258962,2422.225,2330.519,True,False,2697.8983955817666,2146.551604418233
133,2024-01-29,2256.9,2322.34,2233.8,2317.6,305528.0776,0.026895298861269845,0.019395257531952172,2420.8905,2329.8232,True,False,2698.4046754539704,2143.3763245460295
134,2024-01-30,2317.61,2391.98,2297.0,2343.01,372879.5791,0.010963928201588091,0.01377241402293328,2408.822,2332.181,True,False,2677.244542123426,2140.399457876574
135,2024-01-31,2343.0,2351.6,2263.57,2283.14,397116.1859,-0.025552601141267117,0.01821752582977517,2392.0785,2333.7746,True,False,2646.9964807228043,2137.160519277196
136,2024-02-01,2283.15,2311.72,2240.0,2304.28,310997.4538,0.009259178149390923,0.017692554604509723,2381.1655,2334.657,True,False,2631.2082721284632,2131.122727871537
137,2024-02-02,2304.28,2324.74,2281.94,2309.06,238230.511,0.00207440068047271,0.01612082015834628,2367.709,2334.5317999999997,True,False,2601.5490686839357,2133.868931316064
138,2024-02-03,2309.07,2329.98,2292.75,2296.49,133232.845,-0.0054437736568128114,0.016403697375401365,2358.8900000000003,2336.0516000000002,True,False,2589.3099411143935,2128.470058885607
139,2024-02-04,2296.5,2311.0,2266.0,2289.79,171232.0444,-0.0029174958305935306,0.016285641990686543,2347.7905,2337.2682,True,False,2568.377701468221,2127.203298531779
140,2024-02-05,2289.79,2338.41,2269.11,2301.83,236610.412,0.005258124107450968,0.012404284689353423,2333.5119999999997,2339.3744,False,True,2523.6648652205413,2143.359134779458
141,2024-02-06,2301.84,2392.4,2299.0,2372.64,368942.7498,0.030762480287423566,0.016976893409370475,2325.6345,2342.4386,False,True,2493.1919982506083,2158.077001749392
142,2024-02-07,2372.63,2444.44,2354.0,2425.1,342791.7013,0.022110391799851747,0.013276897471161368,2323.349,2347.3824000000004,False,True,2483.659020030277,2163.038979969723
143,2024-02-08,2425.09,2463.15,2411.01,2419.55,338040.0539,-0.002288565419982569,0.013902713471605292,2319.7264999999998,2351.73,False,True,2466.7107164494737,2172.742283550526
144,2024-02-09,2419.56,2525.0,2419.16,2486.56,492384.385,0.027695232584571405,0.01563064105650222,2320.454,2356.6690000000003,False,True,2470.7192228421204,2170.18877715788
145,2024-02-10,2486.56,2516.45,2471.57,2500.24,185099.59,0.0055015764751302765,0.01422629656245115,2322.6135,2360.183,False,True,2482.1025172460404,2163.1244827539595
146,2024-02-11,2500.24,2539.63,2493.45,2507.21,219975.1471,0.0027877323776919205,0.013345103647219273,2332.264,2364.1632,False,True,2511.717547298172,2152.810452701828
147,2024-02-12,2507.22,2665.58,2472.0,2659.99,449501.776,0.060936259826659844,0.021796324747235262,2353.1335,2372.082,False,True,2579.603417535251,2126.6635824647487
148,2024-02-13,2659.99,2686.12,2590.0,2639.99,502447.745,-0.0075188252587415905,0.023680756745506654,2373.382,2379.4548,False,True,2626.2629911567565,2120.5010088432437
149,2024-02-14,2639.99,2786.0,2618.4,2774.81,461670.6944,0.05106837525899732,0.027265050816182912,2401.1904999999997,2390.3334,True,False,2700.4843632303887,2101.8966367696107
150,2024-02-15,2774.8,2867.65,2759.25,2822.59,481689.1874,0.017219196990064356,0.025583263053701913,2428.9359999999997,2399.2182,True,False,2775.299395501257,2082.5726044987423
151,2024-02-16,2822.58,2857.4,2740.0,2801.8,378070.8037,-0.007365575588378026,0.02774368522809648,2455.629,2408.3712,True,False,2830.8352264605146,2080.422773539485
152,2024-02-17,2801.81,2804.21,2719.01,2785.93,243302.8759,-0.005664215861232225,0.02884871792922314,2482.0805,2418.1058000000003,True,False,2872.5769537597616,2091.5840462402384
153,2024-02-18,2785.92,2895.0,2764.25,2881.2,367987.8833,0.034196839116560795,0.028907722375136356,2510.2605,2429.8962,True,False,2930.9556200835436,2089.565379916456
154,2024-02-19,2881.2,2984.52,2856.93,2944.8,446451.0401,0.022074135776759762,0.02294413797243522,2540.35,2443.1548000000003,True,False,2995.361882181463,2085.338117818537
155,2024-02-20,2944.8,3033.09,2874.56,3014.81,634681.7471,0.023774110296115092,0.02080644063534496,2576.9335,2456.4102000000003,True,False,3061.562141214348,2092.3048587856524
156,2024-02-21,3014.81,3017.15,2868.0,2967.9,595955.0033,-0.01555985285971584,0.01903111797911672,2610.1145,2468.6614,True,False,3106.86259189261,2113.3664081073903
157,2024-02-22,2967.91,3036.02,2906.51,2971.4,563525.9936,0.001179285016341458,0.018955917695215783,2643.2315,2483.895,True,False,3143.770652273774,2142.6923477262258
158,2024-02-23,2971.4,2993.8,2906.05,2922.24,428826.5787,-0.016544389849902474,0.020418234319517007,2674.519,2496.9975999999997,True,False,3161.8533769787473,2187.1846230212523
159,2024-02-24,2922.25,3007.48,2906.4,2992.62,243854.0783,0.024084264126149835,0.02063012860217764,2709.6605,2511.4744,True,False,3181.2922962797948,2238.028703720205
160,2024-02-25,2992.62,3122.0,2983.61,3112.59,412306.2237,0.04008861800028085,0.02184451867354576,2750.1985,2528.9106,True,False,3213.5350253883485,2286.8619746116515
161,2024-02-26,3112.6,3196.0,3036.59,3175.94,546722.7747,0.020352825139192676,0.021712302432337505,2790.3635000000004,2548.001,True,False,3255.1609894068897,2325.566010593111
162,2024-02-27,3175.95,3288.14,3160.02,3242.36,625939.1221,0.020913493327959554,0.021458414352873628,2831.2264999999998,2566.2394,True,False,3304.4377181023333,2358.0152818976662
163,2024-02-28,3242.35,3488.0,3176.16,3383.1,947538.766,0.04340665441221825,0.021026588081604437,2879.404,2587.0156,True,False,3371.9435970574073,2386.8644029425927
164,2024-02-29,3383.11,3522.81,3300.0,3340.09,759698.1123,-0.012713192042800858,0.023505991353061462,2922.0805,2602.1297999999997,True,False,3419.189398139505,2424.971601860495
165,2024-03-01,3340.1,3450.0,3338.54,3433.43,412788.5773,0.02794535476588944,0.01834631773442268,2968.74,2618.4382,True,False,3474.2452071781345,2463.234792821865
